family_rank,content_hash,copies,repeated_instances,repositories,minimum_size_bytes,maximum_size_bytes,representative_repo,representative_path
157,8a6b2eec6259029dffc6022707ffa1059cb9a4251c52d744f277bd84a874af36,8,7,8,1642,1642,SchweizerischeBundesbahnen/ch.sbb.polarion.extension.aad-synchronizer,CLAUDE.md
158,8d6a859035454f836706c53c4b89ddf2d03da6e44694242037b3683f34242b41,8,7,8,11149,11149,bojieli/ai-agent-book,chapter8/browser-use-rpa/browser-use/CLAUDE.md
159,9e976a48a6c1642b29533861db46e374a7e22ef41ba83743a3d8e42856affa9d,8,7,8,38,38,coonfuuseed-paandaa/awg-mesh,CLAUDE.md
160,b666cd874fd48328ac900c1526d91e553850f33a2b937b2c02c4cf13dd2bb487,8,7,8,427,427,agent-swarm0/Swarm,memory-system/services/domain/CLAUDE.md
161,b7f6b8dea1e2bc335173296618894913d129544add7b67aa0330e59be8f817dc,8,7,8,1238,1238,ArogyaReddy/hesreallyhim-awesome-claude-code,resources/claude.md-files/EDSL/CLAUDE.md
162,cd8fab5b6fff072c62578adba1845af9a17abc30bc115642bf111a52e39a25e9,8,7,8,48,48,MaiconDM/plataform-trading,CLAUDE.md
163,d1598839e9dae67cdc5450a49d2d19517ee9421c28194d776f11a37d4517ce57,8,7,8,10,10,Bardin08/cc-otel,CLAUDE.md
164,d7e2d795f3c5b7a2a20610193c74bf7bd3ce7299778343318112d5cbaed111b9,8,7,8,26,26,happier-dev/happier,CLAUDE.md
165,dc9fa0fd3d65c50d04c46b32d22b0205aded1805015f5eafd7ad3b963198c9f4,8,7,8,224,224,Alamator/claude-memory,src/ui/viewer/constants/CLAUDE.md
166,e082abecbdc4244831b28441f18a4b4e11aa01aafb221ca79248a0c0884b3106,8,7,8,1512,1512,Defkil/mail-debugger,CLAUDE.md
167,e90c10bac773ec96b97298efcf4d1f7ee00d66b1327b14edfb958487dbb0f0d3,8,7,8,13398,13398,bigN13/ergoplanner_v1,.taskmaster/CLAUDE.md
168,f5f1ecfcadeedcc05ea1439ac845df591c461000c91abe965e48cb249575ae9b,8,7,8,217,217,AAGF470/GuillenSolutionsWeb,cms/CLAUDE.md
169,12d5f0df6c69077d3b7f3a651190305f194d0d8aff6e391dd5c8ade04dad3d7c,8,7,7,47,47,grafana/docker-otel-lgtm,CLAUDE.md
170,1f4ea7a624acb5be81e2a8583a47f3dc1b182b5873deb06322040d209a33f1fa,8,7,7,77,77,anthropics/claude-agent-sdk-demos,email-agent/CLAUDE.md
171,56498a255ab316930f12e24bc76d2b370270e02455c8935d98fcf5ef285af9d3,8,7,7,53,53,antithesishq/snouty,CLAUDE.md
172,8967cc0bf8d4b049e1881fde64900e2481c354eb1a9b6e0a4e7df288c7824e1d,8,7,7,60903,60903,DROWNING2003/memo-shop,agent/CLAUDE.md
173,ac5de87407b22d3bacf5927ec42d6402cb7f2652c67cd246ec6af5b6d28b7989,8,7,7,191,191,KxHartl/humanoidna,zadaca_03/CLAUDE.md
174,d00743dc4e878f258330deadcd4008e361276d760b58b672150c54bb1ac9758a,8,7,7,14,14,base44/cli,CLAUDE.md
175,f8957cdcac6943138cb7ca77a946d9a0ee8e2f7de41b844ed5621e26255f3d9a,8,7,7,708,708,Anwar20233/CRM-capstone-project,packages/twenty-apps/internal/self-hosting/CLAUDE.md
176,18fd40ccb617b2586cab36a368c6b857529d7b6876ce17546ea11df9cc85e640,8,7,6,190,190,anjanakri/LiveKit-AI-Voice-Agent-Day-1,backend/CLAUDE.md
177,57f7bdfb14ab39b35edaa1820b96be140ab2a7fa808580f1f7c59f309c0205bd,8,7,5,19,19,faw01/create-mf2-app,apps/cli/template/CLAUDE.md
178,2ce7e9c9ae7e60c1f6ecb13d43358cc55398dbb6911c51c4f34cc9b5eb510c85,8,7,4,7403,7403,dawsonblock/HERMY,cua-main/libs/cua-bench/datasets/cua-bench-basic/drag-slider/CLAUDE.md
179,1516289bcb5f650e47e955e0ec92388765375574fc5a9235c622c68e1b62b47c,8,7,3,33,33,Hanif-adedotun/relay,CLAUDE.md
180,2233f88ddfd447fa3d7bdd838cfea55f6c95be4c9d6068c3216dd30e20f4c80d,8,7,3,10,10,HiveCoder/POSvH1,POSvH1/CLAUDE.MD
181,1504e554111b254e0150e09c2b93a948f3388ff8fddc535c7147a2f6db1e9e4a,8,7,1,124,124,Sloosmore/outcomes-optimizer,packages/agent-core/src/CLAUDE.md
182,4ece60d5aee661f6a223c9b16a68e9046b3948456ac405d862cef459fe8f560b,8,7,1,363,363,intent-bench/intent-bench,fixtures/manual-spec/e-commerce/CLAUDE.md
183,9e18c8eece5106e905bf497d2660e14322f9b2cf082226e067dea540ff043626,8,7,1,457,457,mind-protocol/serenissima,rialto_cascade-platform/ponte-di-rialto_landing_page/MerchantPrince/.cascade/venice_life/CLAUDE.md
184,c22b36fceb611dc7728e9902a07e761dcff6a4e377a2568aa4d510bb976e238a,8,7,1,37,37,lixus3d/feat-forge-cli,.specs/.archives/001-bootstrap-forge-cli/agent/CLAUDE.md
185,d504d42408f60436884ed08a55865c43aa0185274ad08e84c306c024ac80a969,8,7,1,1248,1248,jsuvic/agent-profile,fixtures/automation-pack-enabled/expected/CLAUDE.md
186,dcab9aa0135cb350710d1cb74a71d4056c79806b5f30a7390e283b0186c3f334,8,7,1,182,182,commercetools/merchant-center-application-kit,application-templates/starter-typescript/CLAUDE.md
187,e1ad275744aebc0d3d3163d3c90f3729784bb20ca9d97fda0b783e2ca6361459,8,7,1,1005,1005,jgtolentino/Scout-Dashboard,apps/api/CLAUDE.md
188,eb2f590c91606bbb0970f5fc6006f626b959c2d604d080566d2e192841c4b856,8,7,1,407,407,777genius/plugin-kit-ai,examples/local/codex-python-local/CLAUDE.md
189,2b4fdfbcc0ae5c87254afac235b02cf580df04fd3e21bbd0cfb6050f95f19b3c,7,6,7,1295,1295,devak208/excalidraw,CLAUDE.md
190,3b6486e79c98e95b031a5ea995a63051e26fd654076cd8c59ece9470faaa2855,7,6,7,1032,1032,atharvbhavsar/cafe-11east,CLAUDE.md
191,40f6f48a8d937f6598e5905c7bb7d9191881508e6ff6f73be0baa2c01e3a9727,7,6,7,52190,52190,Blinnnnd/FinalPythonProfeAlberto,Final2025Python/CLAUDE.md
192,43a6ce5b5f4e33cb10b9b3f239b06e43c4d78603df09ca81de0ae74c682057f1,7,6,7,313,313,tangweigang-jpg/doramagic-agentsid-pack,CLAUDE.md
193,53ed43da185ed39e7e85222a7c206120b71ac755e8cdbf8c0c0106a17455cc1f,7,6,7,1584,1584,elmm-programing/opencode,skills/marketing-skills/CLAUDE.md
194,79d3c097013776985f64fdc596905ccdf770d80b27aefa06e13ec304111db778,7,6,7,14,14,AliaksandrHvozdzeu/aem_eds,site/CLAUDE.md
195,7d9755603474315b3d47989e69d78375c3f9a3c154db14ffe38bca3bf6ed52d9,7,6,7,11378,11378,Analog-Labs/pixelport-launchpad,.claude/skills/gstack/CLAUDE.md
196,85c53dfa305ebbe64f2c01787a857fc7f7b7cd80e1b9f0a2814e483fcb8b92aa,7,6,7,7248,7248,MerLin027/test-website,.claude/CLAUDE.md
197,985244531e43e6548fc6cf6d7aa023cca393000cf42e7f3664af8b23b6247646,7,6,7,205,205,accolver/dead-mans-switch,frontend/CLAUDE.md
198,9d17eed2318ef4d1e4eb34d712101537e7ce38b25f6bec7078a122cf8e40a824,7,6,7,16,16,digitalpolygon/polymer,CLAUDE.md
199,a63749ec75efa640639512386e387fecdfe9890ff3ebdb0452dc0f8979abe2b4,7,6,7,50387,50387,ai-integr8tor/diegosouzapw-OmniRoute,docs/i18n/te/CLAUDE.md
200,ae41e6ed242bfbeace221b9dbd07b6a4c6f73742b61494bdeb31e9e0ad00c863,7,6,7,1849,1849,bensalemboualem/Saas-iFactory-Algeria,awesome-claude-code/resources/claude.md-files/Perplexity-MCP/CLAUDE.md
201,aed5bdf70fa05007d90d1df9631ac24b0a5e4da775ca924e0ac454b9ca3e6736,7,6,7,11,11,burnsdy/dotfiles,claude/CLAUDE.md
202,b3567146cd3f6e631c17f4291d48eb181c0339bacc93479a53db9f1ce106ca8a,7,6,7,53583,53583,ai-integr8tor/diegosouzapw-OmniRoute,docs/i18n/ta/CLAUDE.md
203,b3646d0750ba9dc2385e3c9d25e5fb7cde8a14db3bcec9b08fedc08826387e09,7,6,7,12,12,albinhasanaj/sunstead,CLAUDE.md
204,b6ce1ab16d541ab0ec1dcda7b83dd7a28c44a67b7630b77a26d522b1368e5c05,7,6,7,3784,3784,ai-integr8tor/alirezarezvani-claude-skills,finance/CLAUDE.md
205,b84a2de376a3dd35aece2cf89b0978e474a8ae465048c973a13fa28181f486ce,7,6,7,3672,3672,adriannoes/awesome-agentic-ai,cursor-claude-codex/skills/alirezarezvani-skills/playwright-pro/CLAUDE.md
206,c3cdbc6bd6a06cd2e97d3a5eec4a45f02f504cd1325ac84088b2d3936ae277a6,7,6,7,12,12,adityamohancse/dashboard,CLAUDE.md
207,d2a3fb0c935c61c81b6ef615c3463e7306918fe0d1972e8db3092dc7096b06b6,7,6,7,1317,1317,billyribeiro-ux/strategies-tester,CLAUDE.md
208,d5cbd86a2761ba6571898c0b0f040b8f55e1ae1fb61cac524132e64058ca82d4,7,6,7,1122,1122,bensalemboualem/Saas-iFactory-Algeria,awesome-claude-code/resources/claude.md-files/AVS-Vibe-Developer-Guide/CLAUDE.md
209,d5ec7d85c120cc738ee5da887189a9df1eda824be3c17ac5a5f9f0fe2f417642,7,6,7,537,537,ahmedaisar/std,CLAUDE.md
210,fcf9c58f5f47b72c614d625555809650012a1ed776cde9b2cf32356e89636136,7,6,7,32,32,JohNan/homeassistant-homevolt-local,CLAUDE.md
211,fdd412b33a7be3e21fba6749ec1d09b1c59f2f1a957c7ad8bf2791b022ed319c,7,6,7,5105,5105,am423/hermes-bench-tool-call,video/hf-scoreboard/CLAUDE.md
212,1c1fde845ac894e05deeb93a837ed4c0032bcfcfe4806cc4f88cb477bc86a202,7,6,6,28,28,exon-research/genomi,CLAUDE.md
213,27e3e5a1089ecb96c053cf3f205f55418d317eb1480eff2cda2c684c7c04296c,7,6,6,21031,21031,AkashWarlocks/payments-engine-rust,.agents/skills/rust-skills/CLAUDE.md
214,3fe096229ec6e4c2f57ac15e6e71d1ad5d6f4b2915b1dd1a823f47013f67bb7d,7,6,6,22,22,adhorodyski/dotfiles,.claude/CLAUDE.md
215,49da4d930a9f1928c27bd8c7cfd9608472efda8873153078c8d3fbf62671929b,7,6,6,14,14,hei1sme/BioListen-VN,backend/CLAUDE.md
216,5f62004282b61ec8c6598771c99dde2aa6e6dc1a86e3e2a1bd43f5b5dde296fb,7,6,6,39,39,Altinn/altinn-platform,services/dis-console/CLAUDE.md
217,bfa7f4476e3c3e260800b4965ec8fd02d0a2dca68ca225e165fab03c1061299a,7,6,6,109,109,androdesu/tauri-frontend-livestock,CLAUDE.md
218,f97dac824e4452112c08e48c43d0559e292c140cd2c6aae8fc15d46dbd166781,7,6,6,231,231,faustbrian/go-jsonapi,CLAUDE.md
219,1303162db26ab74320c9698831cd9581bf12f4fd4b1143fa1e233e6c4453e656,7,6,5,29,29,asiercamara/alpr-vue,CLAUDE.md
220,97e8a12c8dd912aa7d8fcc0d5e7b8b22c001a45e0fc257fa71ec013730ebe1ef,7,6,4,31,31,aurumorinc/koda,apps/koda-api/CLAUDE.md
221,b951327c37d8a1ed4d5ed18908681f6aca718ecdfe174aa39cf2237547f92fe7,7,6,4,9,9,Frowell/Flowforge,docs/decisions/CLAUDE.md
222,087b33dbec14b2cbb8502ea95c823938653f45af37166d8001ae071465409e78,7,6,2,334,334,skmtc/skmtc,deno/mcp/CLAUDE.md
223,11600bcfcea18a3cbe319602ee9f05451f72805362f7b3420e8809f05a59a7cc,7,6,2,33,33,justty32/ai_core,CLAUDE.md
224,043b1134dda0ba7ab9233ffaaf4cf371cb6d223c9a2661e3feb0e20310aa42b0,7,6,1,129,129,andreylukin/bough,bench/tasks/bugfix-crossmodule/fixture/CLAUDE.md
225,3e190409c803f27339bf8194d570519d6ad40dcae5fe56238e0273ac1b8a603b,7,6,1,349,349,synaptent/aragora,examples/nextjs-app-router/app/debates/CLAUDE.md
226,51a8f5733c0fa0161acfaffdb06bd41e558ede43cbc5a63a377045ab69589e5a,7,6,1,440,440,mind-protocol/serenissima,san-marco_consciousness-architecture/cistern-house_citizen-memory-cascade/sala-del-flusso_memory-flow-chamber/.cascade/workshop/CLAUDE.md
227,68e6e0e53f07ad0eee86cc16f9d03f07c19db6008569f53277bd23219a47f58c,7,6,1,3221,3221,Asaf999/FocusQuest,analysis_sessions/20250602_213934_1f4a1c60/CLAUDE.md
228,9fa96e3247d5ad51835a43ec972aa5f336ffebc6e7ccb902c73ca29708989564,7,6,1,534,534,JungJoonWoo/AI_AUTO_POC,services/challenge_aim_v2/result/cycles/aud_r1c_183922Z/candidates/fam_c4592bc0ab9a4b39__v00__mut0__v0/eval_sessions/claude/track1_2_MODALITY_AUDIO_fam_c4592bc0ab9a4b39_f730644be2/evaluator_workspace/claude/CLAUDE.md
229,bbc49e99e6c02b89f51f6161baa003f97b9056ea52022562880f57db442e6229,7,6,1,41937,41937,TencentCloudBase/awesome-cloudbase-examples,miniprogram/cloudbase-miniprogram-template/CLAUDE.md
230,c0e45c83af9948e251abc34c1df0472fc774f252ecf4ade3d8d20b6defc5df38,7,6,1,1160,1160,JingzheShi/liangwenbei,audits/AUDIT-LEAKAGE/CLAUDE.md
231,c0f1a2d59095f2e07bd7c73630c2d0fce13cbabb7b87bab82cd9e14e81ad9a93,7,6,1,441,441,mind-protocol/serenissima,castello_universe-engine/palazzo-dei-procuratori_executive-portal/Italia/.cascade/experiences/CLAUDE.md
232,da088b95cc602fb582469188f274c60512914f5c4467506f94ef377b34ae8a39,7,6,1,43,43,xonovex/platform,CLAUDE.md
233,e81bc8c40e364e5e76e1f2ae31eacca8b8b7695c3fd716ff97fdcbfea281c17e,7,6,1,460,460,mind-protocol/serenissima,castello_universe-engine/palazzo-dei-procuratori_executive-portal/Italia/.cascade/collaborations/CLAUDE.md
234,e9d68de53f3d8ff59e1838fbd1c5445100876c34c42e5ea38c06f982f0ea868c,7,6,1,419,419,mind-protocol/serenissima,san-marco_consciousness-architecture/cistern-house_citizen-memory-cascade/sala-del-flusso_memory-flow-chamber/.cascade/civic/CLAUDE.md
235,002a900117ade74f8dea66bb1dca3179536c324d592527c01152b11139fc49d5,6,5,6,2540,2540,elmm-programing/opencode,skills/engineering-advanced-skills/agenthub/CLAUDE.md
236,02a04ed0e1ab7508becae462104dd9ed4d026863f43af6912d99f7972587f337,6,5,6,226,226,ivuorinen/dotfiles,.claude/CLAUDE.md
237,03046a60fcbdcbe5a82f953c34d15e30d2a1f43398797855cdf5a3d52e5287f2,6,5,6,110,110,abdullahatrash/flowleap-cli,CLAUDE.md
238,04273edd460f44fd2bfd5e9b41a6194a25a222630f995ba5479c73e12da8643c,6,5,6,325,325,bugslayer-bit/nestjs-latest-template,CLAUDE.md
239,05fadbd6d6ef7968d041651563a6320f4b64324fbb9a5380843cfe5c78b61aca,6,5,6,7,7,DataBiosphere/toil,CLAUDE.md
240,0c9ed0b0230e4d6fcc3786a2e675cb484d2255557c47c693eac17f39f5f7e703,6,5,6,35,35,gabrielmoreira/agent-skills-mirror,mirrors/repos/slopus@happy/environments/lab-rat-todo-project/CLAUDE.md
241,154f63f857ef5af65c411848283600761d51df6cc0c5a408c165d76c740bd0d7,6,5,6,614,614,Abhinavexists/claude-config,skills/prompt-engineer/papers/correctness/CLAUDE.md
242,193c72e476d844348727a7af8d2afc31c214b9423714a84f6e78ecc82709e3a4,6,5,6,2347,2347,dlosrui0211/2-DAW,Ejercicios_Entorno_Cliente/Angular/proyecto_prueba/.claude/CLAUDE.md
243,1ff366fec330c42665fcaa8aa192fca007434116ffa571c7d55cbedc63658576,6,5,6,14,14,empathic/clash,CLAUDE.md
244,22fef1ea95a450917d062826e741f725e3703a27f7b7f8eb399edb67f5ca2837,6,5,6,7250,7250,emtron-australia/help,themes/hugo-theme-relearn/CLAUDE.md
245,2d2342942617ef22aa54f7300cb7c187e844137c00ab9c6df2fe7a22827666c7,6,5,6,610,610,AndrewHYi/andrewhyi.github.io,.dd-dm/cache/CLAUDE.md
246,2d4039b572e104de871bc719f3883e9a99da161dcb7126d402d00d38ddb42206,6,5,6,12,12,alex-oleshkevich/starsessions,CLAUDE.md
247,2fae65a3fa6909c1fea2eea0f21f419e2d6d9a52db7955ece186933dcbeec6ec,6,5,6,11501,11501,arareal/REPEAT_Matura,groups/main/CLAUDE.md
248,317ae893ef4add3af4928b72cae8408ac42a97cd487729dcf157d6ed0dbe44d2,6,5,6,17,17,AlexShchuka/mozgoslav,CLAUDE.md
249,335678083cab637fa077b2abd3500185a7b62f16e324b408fd19cd47a63bd4f0,6,5,6,345,345,Demerzels-lab/elsamultiskillagent,public/skills/r3drvm/milady/CLAUDE.md
250,36b6b99f379ff6d02416c48c1f5ea31064d3639ce9d0114825feee3e3c802609,6,5,6,467,467,cataggar/buz,test/js/node/test/parallel/CLAUDE.md
251,39c2a8b10c6234963d49ca0370bae19fbbd43665666fd4384b5c4dc82f96edab,6,5,6,4379,4379,charan028/Deep_research_from_scratch,CLAUDE.md
252,3b1544d9d4a671ebc13ca31e73f0eccbd2d84f62a0b36e02da6772aab0109c76,6,5,6,3265,3265,Adaptive-Liquidity/aeon-lab,docs/pt-BR/examples/CLAUDE.md
253,3eca1cb11927cbef30c671b6286c81d2a4b8b36880a1ba9c9b8691363d36b915,6,5,6,1784,1784,AdmiralGallade/harness-repository,harnesses/claude-skills/marketing-skill/CLAUDE.md
254,41dee3fb537636e77915dde9d62a912da9f9782d38c2adf7c8ae8a5fa7b21629,6,5,6,413,413,cybercog/laravel-clickhouse,CLAUDE.md
255,4be085e5b886a6a6bf6832ddfe58e7f3e5b39998c903869d3e37499d1a697cf4,6,5,6,23,23,dotslashbin/RS-AI-resource,CLAUDE.md
256,538b43b52c507d0866817dfb6e91ac443caad8f8df7a319fe3ebe71ccdec2f17,6,5,6,364,364,aallbrig/allbctl,CLAUDE.md
257,546fb62a63a81313812d784c76010a48108157e62c7a86a7d1965df5b7b8df52,6,5,6,16,16,andkirby/markdown-ticket,tests/e2e/CLAUDE.md
258,554fcd2f9f90eefc6ba823bc4a94a1190822070dd89449754680d115e2e9dd49,6,5,6,41538,41538,ai-integr8tor/diegosouzapw-OmniRoute,docs/i18n/zh-CN/CLAUDE.md
259,588bf01f9118333c321d960badd20124f6a79dfc0cb6b7003c1026e7f103f2b5,6,5,6,1376,1376,A-NGJ/dotfiles,claude/.claude/CLAUDE.md
260,5cf55751f6b7b30151fcaf5ddce7b7a9f1e0998b791cfbf3c0c37b12e4ee6396,6,5,6,2403,2403,aldoignatachandra/Bun-Elysiajs-Paseto-Boilerplate,.claude/skills/supabase-postgres-best-practices/CLAUDE.md
261,5f10f859b07d72e3a398944e5abba8867a3751b836760832e978c7159bb47797,6,5,6,15,15,Arian-Vaezi/shapiq-text-llm-explanations,CLAUDE.md
262,6506e9480e78a34341395929a532db7857d1d9ec99773776adc4233033d7ea59,6,5,6,27,27,henryzhuhr/iam-superpowers,CLAUDE.md
263,6c19d749ed236f300b763561023f4539cd31e65dd9de9876674f348dc51387e9,6,5,6,1875,1875,charles2nd/merch_finder,.claude/awesome-claude-code/resources/claude.md-files/LangGraphJS/CLAUDE.md
264,6d056cf33030c8248270ab265d7a50db6795f1fbfdba372b002c015ad8e213e1,6,5,6,280,280,gauravkhetan/langflow,CLAUDE.md
265,6e209c319b58fd8dc2e2b15c10eaad0cd7ec6545ff751bda96d17e68970455ce,6,5,6,12362,12362,Advik-vp/n8n-mcp.auto,CLAUDE.md
266,6ea17b37a2b4fe77ca4fb2998946b9d1bf0a46df3be4ee0316a5867f1966f485,6,5,6,16,16,aoma-ikegaki/owe-manager-ver2,CLAUDE.md
267,7324a2ea89a2b44dac75f224ef01cc77cefd0d5d1fa5a22269e331596a7b6618,6,5,6,526,526,huanshenyi/mastra-book,chapter7/hitl-research-react/CLAUDE.md
268,76ae95af0853486515f0d5e65b2c9668a7e7c0a31482c7067d72d52c9e17b3dc,6,5,6,100,100,alexandeer1/AlexgramDesktop,CLAUDE.md
269,7ea74589f36f218af9bad72e0abb8f0bec90ef47cec65754d2721f3f0430817a,6,5,6,654,654,anoshamuzafar/FlyRank-AI-ML-01,FlyRank-AI-ML-01-main/CLAUDE.md
270,80cbf6d941d87c53f00e24195cf92dc4f49478568fad8bfff0ed10a1088c6152,6,5,6,10,10,ArthurKun21/generic-datastore,CLAUDE.md
271,86fee53c33308768d49a4ac0ff5720fd7f5411a8c8bd62ab9b80bbffa2977a14,6,5,6,10,10,dpshde/pocket-prompt-suite,core/CLAUDE.md
272,8c4796ea9a28d0e8335461db773e66000d568980c4463f833ee0e783772be4ec,6,5,6,19,19,andreibill/finco,CLAUDE.md
273,923b119a9edcedb17eb8db9c708be10ef1e50182a442a2aee3186df7f0756dbd,6,5,6,29,29,aspirantzhang/ai-dev-common,CLAUDE.md
274,92400a1184235da29cf9c541f9c2f5a54233adfad7715eaea34b5061e03d6540,6,5,6,15,15,0xharkirat/just_think,CLAUDE.md
275,9d1c102f8a74af5bb1619a724e6d2bf095b8ff4892596709998f0dcb1be51b6f,6,5,6,40,40,dajobe/code-aide,CLAUDE.md
276,a3ef8f8949230d1c6a9680d33f922d7a92926d4e0c4a16c2a91fcc599089994c,6,5,6,22,22,Gigang-ST/gigang-client,CLAUDE.md
277,a4350ad59b5abeea1ce3d10859a5fb0d705e50ef9423cce7e20b325abff2e9d0,6,5,6,15,15,alessandrobrunoh/Mnemosyne,CLAUDE.md
278,ab256cce0877e79f898c605f7354d08f3ffd69d6c1a5ab17da7dc06282bf0a63,6,5,6,44664,44664,anthropics/claude-for-legal,corporate-legal/CLAUDE.md
279,ae6be10cae25cf97fd890816e93a73890d9eec5df04ae3cd890282ae80c845de,6,5,6,2064,2064,ChrisWiles/claude-code-showcase,CLAUDE.md
280,afefa0d2b55acc7add9f0f3a8fe90042db3985d1928462040382d11a23c065e1,6,5,6,4514,4514,brucetherockguy/cs336-assignments,assignment4-data/CLAUDE.md
281,b0d6632347efa3fad561f23e50c6e2c81a674a785bd838a1506b2ac16b27f3f0,6,5,6,11917,11917,jitsi/jitsi-meet,CLAUDE.md
282,b1ca356fa9d5f3a68a4156f9928f59b825bda67d33f85296f37912be57eb6800,6,5,6,225,225,aramirez087/Huascaran360,CLAUDE.md
283,b3b269f0e07fc19594a0d10f6e727eb827a2183044fb22fa3053276636d37055,6,5,6,437,437,easyscale-academy/learn_easyscale_academy_essentials-project,CLAUDE.md
284,b46c9240872e44bbe4096743a889444d6a087999512742e69132d0b9c3877feb,6,5,6,54156,54156,26mitch26/ai-mall,.claude/skills/CLAUDE.md
285,b5c088a216a3db4ea81105f0b76c44ea57962724eaf698eec161caa6c7080d0d,6,5,6,416,416,geocarp24/investoros-web,claude-token-eficiente/CLAUDE.md
286,bd6a1973f7527a60805cf8a74e347cb1dae659f3b4b88fc14926296bb9468ed1,6,5,6,5206,5206,FlyTripVisa/FlyTripVisa-fly-ai-robot,CLAUDE.md
287,bf9ec4181d5c86905b62fb89a26ccecf5daccbcbfb51b613f7fb85cd5865352b,6,5,6,21,21,dpschen/repomix,CLAUDE.md
288,c037336bba8b12bdb0ac294b6f688cccf382b162ca28fba29c206cf1668fc6f7,6,5,6,1155,1155,Abhinavexists/claude-config,skills/prompt-engineer/references/CLAUDE.md
289,c6d2031a7ad0c76f1a6cb127ba377f978a91ff49ba58db2bd120614a201c8e07,6,5,6,1898,1898,anthropics/claude-agent-sdk-demos,email-agent/agent/CLAUDE.MD
290,d42e5e1d4484c015a3f3e65c7f2c43074925044b07e18ffaa566913df6e46760,6,5,6,35,35,andykswong/mithic,CLAUDE.md
291,d903b437d49ed7c7af2ea78d23ab63ea953323025a012efdd6479f14514c4494,6,5,6,10,10,BentleyJOakes/BentleyJOakes.github.io,CLAUDE.md
292,d93463fe01551deea07f3b0411c209f59fc12643e8764988436982518865ec78,6,5,6,44451,44451,ai-integr8tor/diegosouzapw-OmniRoute,docs/i18n/th/CLAUDE.md
293,dd212cb1dc0321eccdd589d16fb6773b30fb93f141ddf4376183a5d81b16f132,6,5,6,11967,11967,Antares36/vibecodeII,CLAUDE.md
294,e0dc4fa35730ea1039aae13367d2a75e64b9969a3e4313af228a1cf861d61d5c,6,5,6,1889,1889,allisonllx/learn-harness-engineering,docs/vi/resources/templates/CLAUDE.md
295,e636c0f7885bf0d39dd7eea3780b755bf54df798ee5cc85093a25abfa97d296a,6,5,6,4773,4773,Alamator/claude-memory,.claude-plugin/CLAUDE.md
296,e6a7cf13e16688fcda9f5fda467bafc639df490a733fa0310004d667bd135eb8,6,5,6,9509,9509,basdkf024rhlasfd/Brady_OS_Master,3-reference/imported-skills-and-systems/claude-skill-libraries/awesome-claude-code/resources/claude.md-files/Course-Builder/CLAUDE.md
297,e82456344b270e2b2b3eb9ead9ec821c917ecdf9b7bb60f938e40023812ad367,6,5,6,3566,3566,1thirteeng3/greenmoire,integrations/ragflow/CLAUDE.md
298,eb3ce79502f952e9d36ea9a490276c7a88be09e6b2b555bca14d88038e4d4e38,6,5,6,1310,1310,andrewgazelka/rgb,dashboard/CLAUDE.md
299,ecd081489b13f9a2c6f707b2c38723deb1f6213c7456e98ede7e0cf85791a708,6,5,6,13,13,estepanov/shorty-link,CLAUDE.md
300,f1fd005f9abe81546d64f825d068cbd5f5d79e505dde89147ccd3441467ee12b,6,5,6,693,693,bolismar69/workspace-fbso,backend/go/libs/go-native/taxnexus-individual-core-lib/CLAUDE.md
301,f5a1037a48ef8b4e223cfd7831578ab0ba33e5d2a225615dbfe8b295b6675ad5,6,5,6,4852,4852,aakash-agarwal-002/llm-from-scratch,1.basics/CLAUDE.md
302,f7ad7f80b5e99c8d990acc53095e6b05cfc5d60b1771f6196abb26559b4ace20,6,5,6,33,33,AdQuanta/AI-driven-repo---template,CLAUDE.md
303,faf5480de781a9faa6b1425985934e16dfb608589772af1adf643984ff6b536c,6,5,6,115,115,Core-Optimisation/website-template,apps/web/CLAUDE.md
304,00884ba3661df7a499ad994a5cf47cfb6d7b23525ed89845bc70b9d9fcb65f8e,6,5,5,111,111,MarkAtwood/crate-jmap,CLAUDE.md
305,8bd51cd1ac7637101ef9779f87be11ceb0f586482ff4d1dacf57e132543d697e,6,5,5,61672,61672,mjpensa/ok123,Desktop/100/CLAUDE.md
306,f4c0a4a1ea18f1124fb219c780b11f55e623e533def653aad918f57d564564f0,6,5,5,14,14,awf-project/zpm,CLAUDE.md
307,fe152f90b88fabd59b6eca13680293875f0791e9ca783467458eff39ea9b63cf,6,5,5,22,22,badanory/Phil_Robot-AI-Drummer,CLAUDE.md
308,7494ce0182a115a8a6d5658b9f91dc0621ffffcbaacf0a436b20c2441db27eda,6,5,4,568,568,Abhinavexists/claude-config,skills/codebase-analysis/CLAUDE.md
309,c7dc0a95248990fac949d6d412e0abff2a25427f257e1b39b40f064085e2d2f2,6,5,3,12,12,fdshg693/azure-study,local/CLAUDE.md
310,4def46bc4c06c8bf9d4ae755dabe7493e4992ceb2d7e5e0c3504cd79ca6caea8,6,5,2,38,38,mynameistito/discord-search,src/CLAUDE.md
311,66d89a0b8ea8465f330a59d725b7f818d98e7776f7fbbc1fc37934e8cc59dbde,6,5,2,28,28,andersonba/zmk-config,CLAUDE.md
312,429d539d08a5b17fe13473df9bda53a205a2a003b54500654022a3e4dfce9868,6,5,1,7249,7249,wrtnlabs/autobe-examples,minimax/minimax-m2.7/todo/CLAUDE.md
