audit_id;audit_stratum;content_hash;copies;representative_repo;representative_path;representative_url;paragraph_index;word_count;alphabetic_characters;dominant_script;fasttext_language;fasttext_confidence;fasttext_margin;lingua_language;lingua_confidence;lingua_margin;stable_after_normalization;automated_decision;accepted_language;paragraph_text;manual_language;manual_judgment;manual_notes
L085;threshold_rejection;2a0c34061d9ebe13b7c0b452a327f632f9ec45335bc243e8ce248dd5e9d6aeb9;1;silentype/reglantern-app;.claude/worktrees/clever-brattain-5382f8/CLAUDE.md;https://github.com/silentype/reglantern-app/blob/595604c3b32fdc9586bb4519d0503caad3b0f3f4/.claude/worktrees/clever-brattain-5382f8/CLAUDE.md;66;29;137;Latin/other;en;8,78737E+15;8,71131E+15;en;1E+16;1E+16;VERDADERO;fasttext_low_confidence;;Never store API keys, secrets, or credentials in front-end code. env vars are exposed to the browser and must not contain anything sensitive. When the backend is wired up;en;;
L086;stability_or_script;c795db0cde7b51a434a5bf06384fbec09073a2b7418fb0dddd90fa12f46fb7e1;1;vzwjustin/OmniCode;docs/i18n/mr/CLAUDE.md;https://github.com/vzwjustin/OmniCode/blob/d9395f0c3fd0c653f503ed5f23b0ee1f648f5a84/docs/i18n/mr/CLAUDE.md;65;85;121;Devanagari;mr;9,85819E+15;9,76238E+15;mr;1E+16;1E+16;FALSO;normalization_instability;;?? ?? ?????? ????? ???????????? ???? ?????? ????, ?? ????? ??????????? ?????????? ???? ??????? ??? ?? ???? ?? ????? ?? ???????? ?????? ????????? ????. ???????? ??????????? ???????? ???????????? ????? ??????? ??? ?????? ????.;mr;;
L087;stability_or_script;c795db0cde7b51a434a5bf06384fbec09073a2b7418fb0dddd90fa12f46fb7e1;1;vzwjustin/OmniCode;docs/i18n/mr/CLAUDE.md;https://github.com/vzwjustin/OmniCode/blob/d9395f0c3fd0c653f503ed5f23b0ee1f648f5a84/docs/i18n/mr/CLAUDE.md;88;69;106;Devanagari;mr;9,52876E+15;9,21646E+15;mr;1E+16;1E+16;FALSO;normalization_instability;;????????? ????????? ?????????????? ( ??? OAuth + Firebase ??? ??? ????????? CLIs ???? ?????????): ?????? ?????? ???????? ???? ????? — ????? ???????? ??????? ?????? ????. ???????? ??????????? ???.;mr;;
L088;stability_or_script;3903b5c92f228a35e8c95c488163bf1cc99175cc82fabc93a3acb0a2a3e0a5ed;1;DevMHOne/nextroute;docs/i18n/hi/CLAUDE.md;https://github.com/DevMHOne/nextroute/blob/f1d3fd0c8abcf5e1835802544c3af75d6f472c19/docs/i18n/hi/CLAUDE.md;13;57;88;Devanagari;hi;9,95733E+15;9,93539E+15;hi;1E+16;1E+16;FALSO;normalization_instability;;NextRoute ??? ??? ??????? ????? ??? ???????-??????? ????? ???? ?????? ??????? ?? ???? ???? ??? ???? ????? ?? ??? ????? ?? ??? ?? ??? 3-???? ??????? ???? ????? (?????: )?;mr;;
L089;stability_or_script;3903b5c92f228a35e8c95c488163bf1cc99175cc82fabc93a3acb0a2a3e0a5ed;1;DevMHOne/nextroute;docs/i18n/hi/CLAUDE.md;https://github.com/DevMHOne/nextroute/blob/f1d3fd0c8abcf5e1835802544c3af75d6f472c19/docs/i18n/hi/CLAUDE.md;90;90;124;Devanagari;hi;9,98102E+14;9,97431E+15;hi;1E+16;9,99999E+15;FALSO;normalization_instability;;?? ?? ??? ??? ????? : ?? / ?? ?? ????????? ?? ??? ??? ???? ??? ???? ?????? ????? ?? ???????? ???? ??, ?? ?????? ?????? ?? ?????? ?? ??? ???? (???????? ??? ?? ???-?????? ???? ???) — ??? ?? ????????? ???? ???? ?? ????????? ???? ??? ????????-????????? ? ????? ??????: ?;mr;;
L090;stability_or_script;c795db0cde7b51a434a5bf06384fbec09073a2b7418fb0dddd90fa12f46fb7e1;1;vzwjustin/OmniCode;docs/i18n/mr/CLAUDE.md;https://github.com/vzwjustin/OmniCode/blob/d9395f0c3fd0c653f503ed5f23b0ee1f648f5a84/docs/i18n/mr/CLAUDE.md;171;75;116;Devanagari;mr;9,81347E+15;9,75332E+14;mr;10;10;FALSO;normalization_instability;;????? ???? ???????????? ???????? ???????? ??? ???. ?????? ???? ????????????? ????????? Git ????? ????? ??????? ( ). ?? GitHub ?? ?????? Anthropic ??????? ????? ??????? ???????? ????, PR ???????? ??? ???? ?????.;mr;;
L091;stability_or_script;9a82ef446d64c298592a5bc04276366826875bd5701ac87e1ba1bb5013fa3261;1;gabrielmoreira/agent-skills-mirror;mirrors/repos/diegosouzapw@OmniRoute/docs/i18n/hi/CLAUDE.md;https://github.com/gabrielmoreira/agent-skills-mirror/blob/e79dbae36de981a85455c865b53c444dc0f5c44e/mirrors/repos/diegosouzapw@OmniRoute/docs/i18n/hi/CLAUDE.md;13;57;88;Devanagari;hi;9,95636E+15;9,93261E+14;hi;1E+16;1E+16;FALSO;normalization_instability;;OmniRoute ??? ??? ??????? ????? ??? ???????-??????? ????? ???? ?????? ??????? ?? ???? ???? ??? ???? ????? ?? ??? ????? ?? ??? ?? ??? 3-???? ??????? ???? ????? (?????: )?;mr;;
L092;stability_or_script;9a82ef446d64c298592a5bc04276366826875bd5701ac87e1ba1bb5013fa3261;1;gabrielmoreira/agent-skills-mirror;mirrors/repos/diegosouzapw@OmniRoute/docs/i18n/hi/CLAUDE.md;https://github.com/gabrielmoreira/agent-skills-mirror/blob/e79dbae36de981a85455c865b53c444dc0f5c44e/mirrors/repos/diegosouzapw@OmniRoute/docs/i18n/hi/CLAUDE.md;32;110;145;Devanagari;hi;9,97654E+15;9,9661E+15;hi;1E+16;1E+16;FALSO;normalization_instability;;??????? ???? ? ??? ????????? ???? ??????? , , ?? ?????? ?? ??? ???? ??????? ?????? ?? ????? ? ????? ?? ????? ?? ??????? ??????? ?? ???? ?????? ?? ??????? ???? ???? ?? ??????? API-key ??????? ?? ???????????? ???? ???? ????? ?? ?? ?? ??? ?? ??????? ??????? ??? ?????? ?? ??? ??? ???????? ???? ???? ??? ???;mr;;
L093;stability_or_script;9a82ef446d64c298592a5bc04276366826875bd5701ac87e1ba1bb5013fa3261;1;gabrielmoreira/agent-skills-mirror;mirrors/repos/diegosouzapw@OmniRoute/docs/i18n/hi/CLAUDE.md;https://github.com/gabrielmoreira/agent-skills-mirror/blob/e79dbae36de981a85455c865b53c444dc0f5c44e/mirrors/repos/diegosouzapw@OmniRoute/docs/i18n/hi/CLAUDE.md;171;151;247;Devanagari;hi;9,90695E+15;9,87445E+14;hi;1E+16;1E+16;FALSO;normalization_instability;;"??? ?? ???????? ????? ? ???? ?? AI ?????, LLM ?? ??????? ???? ?? ??????? ???? ??? (???? ""Claude"", ""GPT"", ""Copilot"", ""Bot"" ????? ???; / / ???-????????? ???? ???? ?? ????)? ??? ???????? GitHub ?? ??? ???? ??? ???? ??????????? ??? ???? ???, PR ?????? ??? ???????? ???? ( ) ?? ?????? ???? ???? ?????? — upstream PR ?????? ?? OmniRoute ??? ????? ??? ?? ??? issue ?????????? ???? — ???? ???????? ?? ??? ??????? ??????? ?? ???? ??? ?? ?????; upstream-port ????????? ( , ) ?? ?? ?????? ????";mr;;
L094;stability_or_script;9a82ef446d64c298592a5bc04276366826875bd5701ac87e1ba1bb5013fa3261;1;gabrielmoreira/agent-skills-mirror;mirrors/repos/diegosouzapw@OmniRoute/docs/i18n/hi/CLAUDE.md;https://github.com/gabrielmoreira/agent-skills-mirror/blob/e79dbae36de981a85455c865b53c444dc0f5c44e/mirrors/repos/diegosouzapw@OmniRoute/docs/i18n/hi/CLAUDE.md;88;78;109;Devanagari;hi;9,96935E+14;9,94868E+15;hi;9,97625E+15;9,9525E+15;FALSO;normalization_instability;;????????? ????????? ????????????? ( ??? OAuth + Firebase ??? ????? ?? ????????? CLIs ?? ?????? ?? ???): ?????? ?? ?? ?????? ?? ?????? ?? ??? ?????? ???? ??? — ??? ?? ???????? ????? ?? ??? ??? ????? ???????? ?????? ?? ??? ??????;mr;;
L095;stability_or_script;24ce173a1252a9849917324395ae5712e7d03d98ab9e9119a98c12c405e5fd96;1;vzwjustin/OmniCode;docs/i18n/hi/CLAUDE.md;https://github.com/vzwjustin/OmniCode/blob/d9395f0c3fd0c653f503ed5f23b0ee1f648f5a84/docs/i18n/hi/CLAUDE.md;13;57;88;Devanagari;hi;9,95636E+15;9,93261E+14;hi;1E+16;1E+16;FALSO;normalization_instability;;OmniRoute ??? ??? ??????? ????? ??? ???????-??????? ????? ???? ?????? ??????? ?? ???? ???? ??? ???? ????? ?? ??? ????? ?? ??? ?? ??? 3-???? ??????? ???? ????? (?????: )?;mr;;
